,Standing screen display size,Max Screen Resolution,Processor,RAM,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Average Battery Life (in hours),Price,Brand,Series,Item model number,Operating System,Item Weight,Product Dimensions,Item Dimensions  LxWxH,Color,Processor Brand,Processor Count,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Optical Drive Type,Power Source,Batteries,Screen Resolution,Hardware Platform,Hard Drive Rotational Speed,Graphics Card Ram Size,Rear Webcam Resolution,Voltage,Package Dimensions,National Stock Number,Manufacturer,ASIN,Date First Available
471,14 Inches,1366 x 768 Pixels,2.8 GHz celeron_n4020,4 GB DDR4,2.8 GHz,64 GB SSD,Intel UHD Graphics 600,Intel,,"Bluetooth, 802.11a",,,"9.0, 11.0 Hours",279.99,HP,,14-dq0004dx,Windows 10 S,3.24 pounds,12.76 x 8.86 x 0.71 inches,12.76 x 8.86 x 0.71 inches,Rose Gold,Intel,1,DDR4 SDRAM,64 GB,Solid State,,"Corded Electric, Battery Powered",,,Linux,,,,,,,,,
472,15.6 Inches,1920 x 1080 Pixels,4.5 GHz core_i5,16 GB DDR4,4.5 GHz,1 TB SSD,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,,,,9 Hours,976.99,Acer,Acer Nitro,Acer Nitro,Windows 10,2.64 pounds,14.31 x 10.04 x 0.94 inches,14.31 x 10.04 x 0.94 inches,,Intel,4,DDR4 SDRAM,512 GB,Solid State,,,1 Lithium ion batteries required.,,PC,,,,,,,,,
473,15.6 Inches,1366 x 768,2.1 GHz core_i3_family,8 GB DDR4,2.3 GHz,256 GB PCIe SSD,Intel UHD Graphics,Intel,Integrated,Bluetooth,,,,529.0,Lenovo,Ideapad,3,Windows 10 S,4.07 pounds,14.25 x 9.98 x 0.79 inches,14.25 x 9.98 x 0.79 inches,Abyss Blue,Intel,4,DDR4 SDRAM,256,PCIE x 4,No Optical Drive,Battery Powered,,1366x768,PC,,,,,,,,,
474,14 Inches,1366 x 768 Pixels,1.1 GHz celeron_n4020,4 GB DDR4,2.8 GHz,64 GB SSD,Intel UHD Graphics 600,Intel,Integrated,802.11a/g/n/ac,,3,"9.0, 11.0 Hours",375.0,HP,14-dq0004,14-dq0004,Windows 10 S,3.24 pounds,12.76 x 8.86 x 0.71 inches,12.76 x 8.86 x 0.71 inches,,Intel,2,DDR4 SDRAM,64 GB,Solid State,No Optical Drive,AC & Battery,1 Lithium ion batteries required. (included),1366x768,PC,,,,,,,,,
475,14 Inches,1920 x 1080,1.6 GHz core_i5,8 GB SDRAM,,256 GB ssd,Intel UHD Graphics,Intel,,802.11ac,,,13 Hours,799.0,Lenovo,Yoga C740 2-in-1,LENOVO,Windows 10,7 ounces,12.7 x 8.4 x 0.7 inches,12.7 x 8.4 x 0.7 inches,Mica,Intel,4,DDR4 SDRAM,256 GB,Serial ATA,,AC & Battery,1 Lithium Polymer batteries required. (included),1920 x 1080,PC,,,1.2 MP,,,,,,
476,17.3 Inches,1920 x 1080 Pixels,2.5 GHz core_i5,8 GB DDR4,4.5 GHz,512 GB SSD,GeForce GTX 1650Ti,NVIDIA,Dedicated,Bluetooth,,,,899.0,MSI,,GF75448,Windows 10 Home,4.85 pounds,15.6 x 10.2 x 0.98 inches,15.6 x 10.2 x 0.98 inches,,Intel,4,DDR4 SDRAM,512 GB,ATA,,Battery Powered,1 Lithium ion batteries required. (included),,PC,,,,,,,,,
477,15.6 Inches,1366 x 768 Pixels,1.6 core_i5_family,8 DDR4,2400 MHz,Flash Memory Solid State,Intel UHD Graphics 620,Intel,Integrated,"Bluetooth, 802.11b",1,1,12 Hours,569.99,HP,7FT14UA#ABA,7FT14UA#ABA,Windows 10 Home,4.75 pounds,1 x 1 x 1 inches,1 x 1 x 1 inches,Silver,Intel,1,DDR4 SDRAM,256,ESATA,No Optical Drive,Battery Powered,1 Lithium Polymer batteries required. (included),,PC,7200,,,,,,,,
478,14,1920 x 1080 Pixels,3.9 GHz apple_ci5,8 GB,,256 GB SSD,Intel Core i5-8265U,Intel,Integrated,,,,,460.0,HP,HP Notebook,14-cf1008ca,Windows 10,4.46 pounds,,,,Intel,1,DIMM,256 GB,Solid State,,Battery Powered,1 Lithium ion batteries required. (included),,PC,,,,,19.2 x 12.1 x 3 inches,,,,
479,14 Inches,1920x1080 Pixels,4.1 GHz ryzen_7_4700u,16 GB DDR4,4.1 GHz,512 GB ssd,Integrated AMD Radeon Graphics,AMD,Integrated,Bluetooth,,,,784.0,Lenovo,IdeaPad Flex 5,IdeaPad Flex 5,Windows 10 Home,3.3 pounds,8.56 x 12.65 x 0.82 inches,8.56 x 12.65 x 0.82 inches,Graphite Grey,AMD,8,DDR4 SDRAM,512,Solid State,,Battery Powered,1 Lithium ion batteries required. (included),,PC,,,,,,,,,
480,15.6 Inches,1920 x 1080,2.6 GHz core_i3,4 GB DDR4,3.5 GHz,256 GB SSD,Intel UHD Graphics,Intel,Integrated,"Bluetooth, 802.11b",,3,,477.0,HP,HP Notebook,15,Windows 10,3.75 pounds,12.9 x 8.9 x 0.9 inches,12.9 x 8.9 x 0.9 inches,,Intel,2,DDR4 SDRAM,256,Solid State,No Optical Drive,"Corded Electric, Battery Powered",,1920 x 1080 pixels,PC,,,,,,,,,
481,15.6 Inches,1920 x 1080 Pixels,3 GHz amd_r_series,8 GB,,256 GB SSD,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,,,,,758.0,Acer,AN515-44-R99Q,AN515-44-R99Q,Windows 10,5.29 pounds,14.3 x 10 x 0.9 inches,14.3 x 10 x 0.9 inches,Obsidian Black,AMD,2,DDR DRAM,256 GB,Solid State,,,1 Lithium ion batteries required.,,PC,,,,,,,,,
482,15.6 Inches,1920 x 1080 Pixels,4.2 GHz apple_ci5,9 GB LPDDR4,4266 MHz,512 GB SSD,,Intel,Integrated,802.11ax,,1,19.5 Hours,1074.0,LG,15Z90P-K.ARB6U1,15Z90P-K.ARB6U1,Windows 10 Home,2.47 pounds,14.1 x 8.8 x 0.7 inches,14.1 x 8.8 x 0.7 inches,Black,Intel,4,DDR4 SDRAM,8,Solid State,No Optical Drive,Battery Powered,2 Lithium ion batteries required. (included),1920 x 1080 pixels,PC,,,,,,,,,
483,15.6 Inches,HD Display,3 GHz core_i5,8 GB DDR4,3.4 GHz,1 TB SSD,Intel UHD Graphics,Intel,,802.11ac,,,,685.0,Dell,Dell inspiron 3000 Laptop,Dell inspiron 3000,Windows 10 S,4.45 pounds,15 x 10.2 x 0.78 inches,15 x 10.2 x 0.78 inches,Black,Intel,2,DDR4 SDRAM,128 GB,Serial ATA,,AC & Battery,1 Lithium ion batteries required. (included),1366x768,PC,,,,,,,,,
484,15.6 Inches,1920 x 1080 Pixels,2.8 GHz core_i7_family,32 GB SDRAM,2.8 GHz,1 TB SSD,Intel Iris Xe Graphics,Intel,,802.11ax,1,3,,1659.95,Dell,Latitude,3520,Windows 10 Pro,3.95 pounds,14.2 x 9.5 x 0.71 inches,14.2 x 9.5 x 0.71 inches,Black,Intel,4,DDR4 SDRAM,,PCIE x 4,,AC & Battery,,1920x1080,PC,,,,,,,,,
485,14 Inches,1920 x 1080 Pixels,2.3 GHz ryzen_5_4500u,16 GB DDR4,2.6 GHz,1 TB SSD,AMD,AMD,Dedicated,Bluetooth,,,,889.0,Dell,Dell Inspiron,Dell,Windows 10,5.35 pounds,,,,AMD,4,DDR4 SDRAM,,Solid State,,Battery Powered,,,PC,,,,,15.4 x 14 x 3 inches,,,,
486,15.6 Inches,1366 x 768 Pixels,2.4 GHz athlon,8 GB DDR4,2400 MHz,256 GB SSD,AMD Radeon™ Graphics,AMD,Integrated,802.11ac,,3,7 Hours,479.0,HP,,HP 15 Athlon Gold,Windows 10 S,3.75 pounds,14.11 x 9.53 x 0.78 inches,14.11 x 9.53 x 0.78 inches,Silver,AMD,2,DDR4 SDRAM,256 GB,Solid State,,AC & Battery,,1360x768,PC,,,720 Pixels,,,,,,
487,14 Inches,1920x1080 Pixels,1 GHz core_i5_family,8 GB DDR4,3.6 GHz,256 GB ssd,Intel UHD Graphics,Intel,Integrated,802.11ac,,,,663.0,HP,14M-DW0023DX,DW0023DX,Windows 10,3.55 pounds,12.8 x 8.7 x 0.7 inches,12.8 x 8.7 x 0.7 inches,Gold,Intel,4,DDR SDRAM,256 GB,Solid State,,,1 Lithium ion batteries required.,1920x1080,PC,,,,,,,,,
488,14 Inches,1920 x 1080 Pixels,2.3 GHz amd_r_series,8 GB,,256 GB SSD,AMD Radeon™,AMD,,,,,,609.0,Acer,Acer Swift,SF314-42-R0HP,Windows 10,2.65 pounds,12.7 x 8.6 x 0.71 inches,12.7 x 8.6 x 0.71 inches,Silver,AMD,2,DDR4 SDRAM,256 GB,Solid State,,Battery Powered,1 Lithium ion batteries required. (included),,PC,,,,,,,,,
489,15.6 Inches,1920 x 1080 Pixels,1.2 GHz ryzen_5,8 GB SDRAM,2400 MHz,256 GB SSD,AMD Radeon RX Vega 8,AMD,,"Bluetooth, 802.11b, 802.11a",,,,549.0,HP,,15ef27w,Windows 10,4.18 pounds,14.12 x 9.54 x 0.72 inches,14.12 x 9.54 x 0.72 inches,,AMD,4,DDR4 SDRAM,,Solid State,,AC & Battery,,,PC,,,,,,,,,
490,15.6 Inches,1920x1080 Pixels,2.4 GHz core_i5,12 GB SO-DIMM,2666 MHz,256 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,802.11ac,2,,7 Hours,748.0,HP,405F7UA,HP-15-DY1079MS,Windows 10 Pro,3.24 pounds,14.11 x 8.9 x 0.71 inches,14.11 x 8.9 x 0.71 inches,Windows 10 Pro,Intel,4,DDR4 SDRAM,256 GB,Solid State,,AC & Battery,1 Lithium ion batteries required. (included),1920x1080,PC,,,720 Pixels,,,,,,
491,15.6 Inches,1920 x 1080 Pixels,2.6 GHz celeron_n,8 GB DDR4,2.6 GHz,256 GB SSD,Intel UHD Graphics 600,Intel,,"Bluetooth, 802.11ac",,2,5 Hours,349.0,Bmax,X15,X15,Windows 10,4.4 pounds,14.8 x 9.6 x 0.8 inches,14.8 x 9.6 x 0.8 inches,Gray,Intel,4,DDR4 SDRAM,256 GB,USB 3.0,,AC & Battery,1 Lithium Polymer batteries required. (included),1920x1080,PC,,,2 Pixels,12 Volts,,,,,
492,15.6 Inches,1920 x 1080 Pixels,4.1 GHz apple_ci3,8 GB,,256 GB SSD 256GB,Integrated,Intel,Integrated,"Bluetooth, 802.11ac",,,,469.99,HP,,15-dy2132,Windows 10 Home,5.29 pounds,,,,Intel,4,SODIMM,,Solid State,,,,,PC,,,,,19.1 x 12 x 2.8 inches,,,,
493,14 Inches,1366x768,1.2 GHz core_i3,4 GB DDR4,2666 MHz,128 GB flash_memory_solid_state,Intel UHD Graphics,Intel,,802.11ac,,,,389.0,HP,HP,HP 14,Windows 10 S,3.24 pounds,8.86 x 12.76 x 0.71 inches,8.86 x 12.76 x 0.71 inches,Silver,Intel,2,DDR4 SDRAM,128 GB,Solid State,,AC & Battery,1 Lithium ion batteries required. (included),1366x768,PC,,,,,,,,,
494,14 Inches,1366x768 Pixels,1.2 GHz core_i3,8 GB DDR4,3.4 GHz,128 GB SSD,Intel® UHD Graphics Integrated,Intel,Integrated,Bluetooth,,,,549.99,HP,HP Pavilion x360,HP Pavilion x360,Windows 10 S,3.55 pounds,12.76 x 8.7 x 0.71 inches,12.76 x 8.7 x 0.71 inches,Natural Silver,Intel,2,DDR4 SDRAM,128 GB,Solid State,,Battery Powered,,,PC,,,,,,,,,
495,15.6 Inches,1920 x 1080 Pixels,2.4 GHz apple_ci5,8 GB,4.1 GHz,1 TB SSD,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,802.11ac,1,,8 Hours,879.99,Acer,,AN515-54-5812,Windows 10 Pro,4.84 pounds,,,,AMD,4,DDR4 SDRAM,256,Solid State,,Battery Powered,1 Lithium Polymer batteries required. (included),,PC,,,,,20.9 x 12.6 x 2.8 inches,,,,
496,14 Inches,1920 x 1080,1.6 GHz core_i5,8 GB SDRAM,,512 GB ssd,Intel UHD Graphics,Intel,,802.11ac,,,13 Hours,719.0,Lenovo,Yoga C740 2-in-1,LENOVO,Windows 10,3.09 pounds,12.7 x 8.4 x 0.7 inches,12.7 x 8.4 x 0.7 inches,Mica,Intel,4,DDR4 SDRAM,512 GB,Serial ATA,,AC & Battery,1 Lithium ion batteries required. (included),1920 x 1080,PC,,,1.2 MP,,,,,,
497,14.1 Inches,,5 GHz celeron_n3350,4 GB DDR4,,flash_memory_solid_state,,Intel,,802.11ac,,,,274.95,Fusion5,S14+,S14+,Windows 10 Pro,2.79 pounds,,,,Intel,2,DDR4 SDRAM,,USB,,,1 Lithium Metal batteries required. (included),,,,,,"240 Volts, 12 Volts",13.7 x 11.34 x 2.13 inches,,,,
498,15.6 Inches,,2.7 GHz 80486slc,8 GB DDR,,128 GB flash_memory_solid_state,,Intel,Dedicated,"802.11bgn, 802.11b, 802.11b/g",3,2,,699.99,Dell,Dell Inspiron,I3567-3970BLK-PUS,Windows 10,1 pounds,9.1 x 9.1 x 9.1 inches,9.1 x 9.1 x 9.1 inches,Black,Intel,2,DDR4 SDRAM,128,ATA-4,BD-R,Battery Powered,1 Lithium Metal batteries required. (included),,PC,12 RPM,,,,,,,,
499,14 Inches,1920 x 1080 Pixels,1.1 GHz celeron_n4020,8 GB,2.6 GHz,256 GB SSD,HD Graphics,,Integrated,802.11a/b/g/n,,,,359.99,TECLAST,,F7 Plus3 Laptop,Windows 10,2.86 pounds,12.6 x 8.6 x 0.8 inches,12.6 x 8.6 x 0.8 inches,,Intel,4,DDR4 SDRAM,256 GB,Serial ATA-150,,Battery Powered,,1920x1800,PC,,,2 MP,,,,,,
500,13.3 Inches,1920 x 1080 Pixels,2.5 GHz apple_ci5,8 GB,,256 GB SSD,Intel UHD Graphics 620,Intel,Integrated,,,,10 Hours,449.99,Avita,CN6613,CN6613CS,Windows 10,3 pounds,,,Champagne Gold,Intel,1,DDR4 SDRAM,256 GB,Serial ATA-300,,Battery Powered,1 Lithium ion batteries required. (included),,PC,,,,,18.5 x 12.01 x 2.95 inches,,,,
501,15.6 Inches,1280×720 Pixels,2.3 GHz celeron,16 GB DDR4,1.8 GHz,1 TB mechanical_hard_drive,Intel UHD Graphics,Intel,,Bluetooth,,,,539.0,Dell,3583,Insprion,Windows 10,4.9 pounds,,,,Intel,2,DDR4 SDRAM,16 GB,Serial ATA,,Battery Powered,1 Lithium ion batteries required. (included),,PC,,,,,19.5 x 13.2 x 2.9 inches,,,,
502,14 Inches,1366x768 Pixels,4.1 GHz core_i3_family,8 GB DDR4,4.1 GHz,256 GB ssd,Intel UHD Graphics with shared graphics memory,Intel,,Bluetooth,,,,629.0,Dell,Inspiron 14 2 in 1,Dell 14 2 in 1 5000,Windows 10 S,3.57 pounds,8.77 x 12.77 x 0.75 inches,8.77 x 12.77 x 0.75 inches,Dune,Intel,2,DDR4 SDRAM,256 GB,Solid State,,Battery Powered,,,PC,,,,,,,,,
503,14.1 Inches,1920x1080 Pixels,1.9 GHz celeron_5205u,8 GB DDR4,1.8 GHz,256 GB SSD,Intel® UHD Graphics for 10th Gen Intel® Processors,Intel,,802.11ac,,,10 Hours,349.98,IProda,N1408PC,14.1,Windows 10 Pro,3.08 pounds,13.1 x 8.8 x 0.6 inches,13.1 x 8.8 x 0.6 inches,Silver,Intel,2,DDR4 SDRAM,256 GB,Serial ATA-600,,Battery Powered,1 Lithium Polymer batteries required. (included),,PC,,,,8.7 Volts,,,,,
504,14 Inches,1366 x 768 Pixels,1.2 GHz core_i3_family,4 GB SDRAM,3.4 GHz,128 GB SSD,Intel UHD Graphics,Intel,,802.11bgn,,,,388.8,HP,14-DQ1038WM,7ZU89UA,Windows 10,3.25 pounds,12.76 x 8.86 x 0.71 inches,12.76 x 8.86 x 0.71 inches,Pale Gold,Intel,2,DDR4 SDRAM,128 GB,Solid State,,Battery Powered,1 Lithium ion batteries required.,1366x768,PC,,,,,,,,,
505,14 Inches,1366 x 768 Pixels,1 GHz core_i5,8 GB DDR4,3.6 GHz,256 GB SSD,Integrated Intel UHD Graphics,Intel,Integrated,"Bluetooth, 802.11a",,,,569.99,HP,Dell Precision,HP-14DQ,Windows 10 Home,3.3 pounds,,,,Intel,4,DDR4 SDRAM,256,USB,,AC & Battery,1 Lithium Metal batteries required. (included),,PC,,,,,17.56 x 12.17 x 1.38 inches,,,,
506,11.6 Inches,1366x768 Pixels,1.1 GHz celeron,4 GB DDR4,2.8 GHz,32 GB ssd,Intel UHD Graphics 600,Intel,,802.11ac,,,13 Hours,194.99,HP,11-ak0012,11-ak0012,Windows 10,1 pounds,11 x 9 x 0.7 inches,11 x 9 x 0.7 inches,,Intel,2,DDR4 SDRAM,64 GB,Solid State,,AC & Battery,1 Lithium Polymer batteries required. (included),1366x768,PC,,,,,,,,,
507,15.6 Inches,2666 Pixels,1.6 GHz cortex,8 GB A8,2666 MHz,256 GB Flash Memory Solid State,Intel HD Graphics 620,Intel,Integrated,802.11ac,1,1,,603.0,Dell,Dell Inspiron,i3583-5763BLK-PUS,Windows 10,11.3 ounces,10.2 x 15 x 0.79 inches,10.2 x 15 x 0.79 inches,Black,Intel,4,DDR4 SDRAM,256,Solid State,BD-R,Battery Powered,1 Lithium Metal batteries required. (included),1366 x 768,PC,5400 RPM,1,,,,I3583-5763BLK-PUS,,,
508,15.6 Inches,1920 x 1080 Pixels,4 GHz ryzen_5_4600h,8 GB SO-DIMM,,256 GB SSD,NVIDIA GeForce GTX 1650 Ti 4GB GDDR6,NVIDIA,Dedicated,Bluetooth,,,,889.0,Lenovo,Legion 5,Legion 5,Windows 10 Home,5.5 pounds,10.22 x 14.3 x 0.87 inches,10.22 x 14.3 x 0.87 inches,Black,AMD,6,DDR4 SDRAM,256 GB,Solid State,,Battery Powered,1 Lithium Polymer batteries required. (included),,PC,7200.00,,,,,,,,
509,13.3 Inches,3840 x 2400 Pixels,1 GHz core_i5_1035g1,8 GB LPDDR3,2133 MHz,256 GB SSD,Intel UHD Graphics,Intel,,Bluetooth,,,"7.0, 10.0, 16.0 Hours",859.0,Dell,,R8-CFVU-AFAU,Windows 10 Home,2.7 pounds,11.7 x 8.2 x 0.5 inches,11.7 x 8.2 x 0.5 inches,,Intel,4,DDR3 SDRAM,256,Solid State,,Battery Powered,1 Lithium ion batteries required. (included),,PC,,,,,,,,,
510,15.6 Inches,1366x768,2.8 GHz core_i7,64 GB DDR4,2.8 GHz,2 TB PCIe SSD,Intel Iris Xe Graphics,Intel,,Bluetooth,,,,1579.0,Toshiba,Tecra,A50-J,Windows 10 Pro,4.85 pounds,14.02 x 9.23 x 0.7 inches,14.02 x 9.23 x 0.7 inches,,Intel,4,DDR4 SDRAM,256 GB,PCIE x 4,,Battery Powered,,1366x768,PC,,,,,,,,,
511,14 Inches,1920 x 1080 Pixels,2.3 GHz amd_r_series,8 GB,,256 GB SSD,NVIDIA GeForce MX350,NVIDIA,Dedicated,Bluetooth,,,,639.9,ASUS,ASUS - Zenbook,ASUS - Zenbook,Windows 10,2.65 pounds,7.8 x 12.6 x 0.7 inches,7.8 x 12.6 x 0.7 inches,Light Gray,AMD,6,DDR4 SDRAM,256 GB,Solid State,,Battery Powered,1 A batteries required. (included),,PC,,,,,,,,,
512,15.6 Inches,1920x1080 Pixels,5 GHz apple_ci7,16 GB DDR4,5,1 TB Flash Memory Solid State,NVIDIA GeForce RTX 2070,NVIDIA,RTX 2070 Max-Q,"Bluetooth, 802.11ax",,3,6 Hours,1438.0,Acer,PT315-52-73WT,PT315-52-73WT,Windows 10 Home,4.4 pounds,14.29 x 10 x 0.78 inches,14.29 x 10 x 0.78 inches,Black,Intel,6,DDR4 SDRAM,512,Solid State,No Optical Drive,Battery Powered,1 Lithium ion batteries required. (included),,PC,,8 GB,,,,,,,
513,10.1 Inches,1280*800 Pixels,1.44 GHz atom_z8350,2 GB DDR3,,32 GB SSD,Intel HD Graphic,Intel,,802.11bgn,2,,,196.99,HBESTORE,PC1068,PC1068,Windows 10,2.09 pounds,11.57 x 7.87 x 0.59 inches,11.57 x 7.87 x 0.59 inches,Pink,Intel,4,DDR3 SDRAM,32 GB,Solid State,,Battery Powered,1 Lithium Polymer batteries required. (included),1280x800,PC,,,0.3 MP,,,,,,
514,15.6 Inches,1920 x 1080,4.5 GHz core_i5,8 GB DDR4,4.5 GHz,Flash Memory Solid State,NVIDIA GeForce GTX 1650 Ti,NVIDIA,Integrated,802.11ax,,4,9 Hours,879.0,Acer,AN515-55-59KS,AN515-55-59KS,Windows 10 Home,2.64 pounds,14.31 x 10.04 x 0.94 inches,14.31 x 10.04 x 0.94 inches,Black,Intel,4,DDR4 SDRAM,256,USB 3.2,No Optical Drive,Battery Powered,1 Lithium Polymer batteries required. (included),,,,,,,,,,,
515,13.3 Inches,1920x1080,2.3 GHz amd_r_series,32 GB DDR4,3.6 GHz,1 TB PCIe SSD,AMD Radeon Graphics,Intel,Integrated,Bluetooth,,,,979.0,Dell,Inspiron,Inspiron 14,Windows 10,3.69 pounds,14.33 x 9.8 x 0.71 inches,14.33 x 9.8 x 0.71 inches,,Intel,6,DDR4 SDRAM,,PCIE x 4,No Optical Drive,Battery Powered,,1920x1080,PC,,,,,,,,,
516,15.6 Inches,1920 x 1080 Pixels,2.5 GHz core_i5,8 GB SDRAM,3200 MHz,512 GB SSD,NVIDIA GeForce GTX 1650Ti 4GB GDDR6,NVIDIA,Dedicated,Bluetooth,,,6 Hours,849.0,ASUS,TUF Gaming F15,ASUS,Windows 10,5.07 pounds,20.5 x 19.8 x 14.8 inches,20.5 x 19.8 x 14.8 inches,Black,Intel,4,DDR4 SDRAM,512 GB,Serial ATA,,AC & Battery,1 Lithium Metal batteries required. (included),1920 x 1080,PC,,,1.2 MP,,,,,,
517,15.6 Inches,1920 x 1080,2.3 GHz amd_r_series,8 GB SO-DIMM,2800 MHz,256 GB SSD,AMD Radeon Graphics,AMD,,Bluetooth,,,5 Hours,794.0,Lenovo,ThinkPad,E15,Windows 10,3.7 pounds,9.4 x 14.4 x 0.7 inches,9.4 x 14.4 x 0.7 inches,Black,AMD,6,SODIMM,256 GB,Solid State,,AC & Battery,1 Lithium ion batteries required. (included),1920x1080,PC,,,,,,,,,
518,15.6 Inches,1366 x 768 Pixels,1.2 GHz core_i3_family,4 GB DDR4,3.4 GHz,SSD,Intel UHD Graphics,Intel,Integrated,Bluetooth,1,1,,409.99,HP,1W830UA,1W830UA,Windows 10,3.7 pounds,14.11 x 9.53 x 0.7 inches,14.11 x 9.53 x 0.7 inches,Natural Silver,Intel,2,SDRAM,,,No Optical Drive,Corded Electric,1 Lithium ion batteries required.,,PC,,,,,,,,,
519,15.6 Inches,1920 x 1080 Pixels,1.1 GHz celeron_n4020,4 GB DDR4,2400 MHz,128 GB SSD,Intel UHD Graphics 600,Intel,Integrated,802.11a/b/g/n/ac,,3,,359.0,HP,15-celeron fhd,15-FHD celeron,Windows 10 S,3.96 pounds,12 x 9 x 1 inches,12 x 9 x 1 inches,,Intel,2,DDR4 SDRAM,128 GB,Solid State,No Optical Drive,AC & Battery,,1920x1080,PC,,,,,,,,,
520,15.6 Inches,1366 x 768 Pixels,1.6 GHz core_i5_10210u,12 GB DDR,2666 MHz,512 GB SSD,Integrated,Intel,Integrated,802.11ac,1,,,659.0,SHOXLAB,IdeaPad_3,Lenovo_IdeaPad_3,Windows 10,4.07 pounds,14.26 x 9.98 x 0.78 inches,14.26 x 9.98 x 0.78 inches,Abyss Blue,Intel,4,DDR4 SDRAM,512 GB,Solid State,,,1 Lithium ion batteries required. (included),,PC,,,,,,,,,
521,14 Inches,1920 x 1080 Pixels,2.3 GHz amd_r_series,8 GB DDR4,3200 MHz,256 GB SSD,AMD Radeon Graphics,AMD,,Bluetooth,,3,,589.0,Lenovo,81YM00,81YM00,Windows 10 Home,3.04 pounds,12.66 x 8.33 x 0.67 inches,12.66 x 8.33 x 0.67 inches,Graphite Grey,AMD,6,GDDR4,256 GB,Solid State,,,,,PC,,,,,,,,,
522,13.3 Inches,1920X1080 Pixels,4.7 GHz core_i7,8 GB LPDDR4,4267 MHz,512 GB SSD,Intel Iris Xᵉ Graphics,Intel,Integrated,"Bluetooth, 802.11ax",,1,6 Hours,919.99,ASUS,ZenBook 13,UX325EA-ES71,Windows 10 Home,2.45 pounds,11.98 x 7.99 x 0.55 inches,11.98 x 7.99 x 0.55 inches,Black,Intel,4,DDR4 SDRAM,512,Solid State,No Optical Drive,AC & Battery,1 Lithium ion batteries required. (included),1920 x 1080,PC,,,1.2 MP,19 Volts,,,,,
523,11.6 Inches,HD (1366 x 768) Touchscreen Pixels,1.1 GHz celeron,4 GB,2.6 GHz,64 GB eMMC,Integrated Intel UHD Graphics 600,Intel,Integrated,802.11ac,,,11 Hours,378.0,Dell,Dell Latitude 3190 Laptop 11 Touch,Dell Latitude 3190,Windows 10,3.19 pounds,11.96 x 8.18 x 0.84 inches,11.96 x 8.18 x 0.84 inches,,Intel,4,DDR4 SDRAM,64,Solid State,,Battery Powered,,1366x768,PC,,,,,,,,,
524,15.6 Inches,1920 x 1080,4.4 GHz amd_ryzen_7,16 GB DDR4,3200 MHz,SSD,,NVIDIA,Dedicated,Bluetooth,,4,10 Hours,1399.0,Acer,AN515-45-R92M,,Windows 10 Home,4.85 pounds,14.31 x 10.04 x 0.94 inches,14.31 x 10.04 x 0.94 inches,Black,AMD,8,,512,Solid State,No Optical Drive,Battery Powered,1 Lithium ion batteries required. (included),,,,6 GB,,,,,,,
525,14 Inches,1366 x 768 Pixels,1.2 GHz apple_ci5,8 GB SDRAM,2666 MHz,128 GB SSD,Intel UHD Graphics,Intel,Integrated,802.11ac,1,2,42 Watt Hours,549.9,Dell,Dell Inspiron,14 3000,Windows 10,3.7 pounds,13.35 x 9.52 x 0.78 inches,13.35 x 9.52 x 0.78 inches,Grey,Intel,4,DDR4 SDRAM,128,Serial ATA,No Optical Drive,AC & Battery,1 Lithium Polymer batteries required.,1366 x 768,PC,,2 MB,,,,,,,
526,10.1 Inches,1280 x 800,2 KHz atom_z8350,2 GB,,32 emmc,,,,"Bluetooth, 802.11bgn",,,5 	years,179.99,Tocosy,,,Windows 10,2.86 pounds,17.72 x 7.87 x 1.97 inches,17.72 x 7.87 x 1.97 inches,White,Intel,4,,32 GB,USB,,Battery Powered,,,PC,,,,,,,,,
527,11.6 Inches,1366x768 Pixels,1 GHz mobile_celeron,4 GB DDR4,,32 GB SSD,Intel,Intel,Integrated,Bluetooth,,,13 Hours,247.0,HP,11-ak0035nr,11-ak1035nr,Windows 10 S,4 pounds,11 x 10 x 1 inches,11 x 10 x 1 inches,White,Intel,2,DRAM,32 GB,Solid State,,Battery Powered,1 A batteries required. (included),,Windows,,,,,,,,,
528,7 Inches,4096×2304 @24Hz Lines Per Inch,1.5 GHz core_m,8 GB LPDDR3,1.5 GHz,128 GB,Intel HD Graphics 615,Intel,Integrated,5.8 GHz Radio Frequency,,,7 Hours,730.0,LANRUO,LANRUOPocket2AmberBlack,LANRUOPocket2AmberBlack,Windows 10 Home,1.03 pounds,7.13 x 4.45 x 1.97 inches,7.13 x 4.45 x 1.97 inches,Black,Intel,2,DDR3 SDRAM,128 GB,USB,,"Corded Electric, Battery Powered",1 12V batteries required. (included),1920x1200,PC,,,323 Lines Per Inch,12 Volts,,,,,
